SDG10Word,SDG11Word,SDG12Word,SDG13Word,SDG14Word,SDG15Word,SDG16Word,SDG17Word,SDG1Word,SDG2Word,SDG3Word,SDG4Word,SDG5Word,SDG6Word,SDG7Word,SDG8Word,SDG9Word,common,constraint,direction,pNo,recommendation,text
-0,countries,-0,-0,-0,-0,-0,-0,poorness,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,730,0,This convergence is certain to intensify the water insecurity of poor and marginalized people in low income countries and add to the urgency for new approaches to the allocation of water resources for development .
-0,countries,-0,-0,-0,-0,-0,-0,poor,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,730,0,This convergence is certain to intensify the water insecurity of poor and marginalized people in low income countries and add to the urgency for new approaches to the allocation of water resources for development .
-0,countries,-0,-0,-0,-0,-0,-0,developing countries,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,731,0,The OECD Environmental Outlook to 2050 OECD 2012a estimates that by 2050 water demands from manufacturing industries and thermal power generation will increase dramatically especially in developing countries and the BRICS the five major emerging national economies of Brazil Russia India China and South Africa .
-0,countries,-0,-0,-0,-0,-0,-0,developing countries,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,733,0,The water demand increase in BRICS will be sevenfold while in developing countries it will come close to increasing by 400 .
-0,countries,-0,-0,-0,-0,-0,-0,income,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,756,0,More than 80 of the worlds population live in countries where income differentials are widening undP 2007 .
-0,population,-0,-0,-0,-0,-0,-0,income,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,756,0,More than 80 of the worlds population live in countries where income differentials are widening undP 2007 .
-0,countries,-0,-0,-0,-0,-0,-0,scarcity,-0,-0,-0,-0,-0,-0,-0,-0,1,0,2,819,0,in addition infrastructure to reduce risk of water scarcity and to manage waterrelated disasters such as floods and droughts can make a countrys development efforts more sustainable by reducing the vulnerability and or increasing the resilience of economies to extreme events box 3.2 .
-0,community,-0,-0,-0,-0,-0,-0,alleviating,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,community,-0,-0,-0,-0,-0,-0,poverty,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,community,-0,-0,-0,-0,-0,-0,socioeconomic,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,countries,-0,-0,-0,-0,-0,-0,alleviating,-0,-0,-0,-0,-0,-0,-0,-0,1,0,2,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,countries,-0,-0,-0,-0,-0,-0,poverty,-0,-0,-0,-0,-0,-0,-0,-0,1,0,2,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,countries,-0,-0,-0,-0,-0,-0,socioeconomic,-0,-0,-0,-0,-0,-0,-0,-0,1,0,2,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,rural,-0,-0,-0,-0,-0,-0,alleviating,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,rural,-0,-0,-0,-0,-0,-0,poverty,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,rural,-0,-0,-0,-0,-0,-0,socioeconomic,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,829,0,Groundwater development has brought major socioeconomic benefits to rural communities and in many countries has helped to alleviate agrarian poverty through increasing food security .
-0,countries,-0,-0,-0,-0,-0,-0,unemployment,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,859,0,Consecutive years of flooding have also pushed up the countrys inflation and unemployment rate because the flooding has disrupted supply chains damaged major crops like sugarcane rice and cotton and hampered industrial production Government of Pakistan 2012 .
-0,institutions,-0,-0,-0,-0,-0,-0,lack,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,887,0,in other cases technologies and financial resources to invest in water infrastructure might be available while the institutional capability is lacking leading to poor or nonexistent service provision .
-0,institutions,-0,-0,-0,-0,-0,-0,poorness,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,887,0,in other cases technologies and financial resources to invest in water infrastructure might be available while the institutional capability is lacking leading to poor or nonexistent service provision .
-0,institutions,-0,-0,-0,-0,-0,-0,poor,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,887,0,in other cases technologies and financial resources to invest in water infrastructure might be available while the institutional capability is lacking leading to poor or nonexistent service provision .
-0,countries,-0,-0,-0,-0,-0,-0,lack,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,905,0,Many countries face very practical problems with the lack of availability of capital and the cost of capital .
-0,countries,-0,-0,-0,-0,-0,-0,developing countries,-0,-0,-0,-0,-0,-0,-0,-0,1,0,2,913,0,In spite of outstanding advances in water provision in the last decades over 80 of wastewater worldwide and 90 or more in developing countries is not collected or treated and urban settlements are the main source of pollution WWAP 2012 .
-0,settlements,-0,-0,-0,-0,-0,-0,developing countries,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,913,0,In spite of outstanding advances in water provision in the last decades over 80 of wastewater worldwide and 90 or more in developing countries is not collected or treated and urban settlements are the main source of pollution WWAP 2012 .
-0,urban,-0,-0,-0,-0,-0,-0,developing countries,-0,-0,-0,-0,-0,-0,-0,-0,1,0,1,913,0,In spite of outstanding advances in water provision in the last decades over 80 of wastewater worldwide and 90 or more in developing countries is not collected or treated and urban settlements are the main source of pollution WWAP 2012 .
-0,municipalities,-0,-0,-0,-0,-0,-0,lack,-0,-0,-0,-0,-0,-0,-0,-0,0,1,2,926,0,Household municipal and farm wells in the Midwest had to be extended deeper into aquifers to make up for the lack of rainfall draining groundwater supplies and demanding more electricity to run the pumps .
-0,countries,-0,-0,-0,-0,-0,-0,income,-0,-0,-0,-0,-0,-0,-0,-0,0,0,2,930,1,A US 15 to US 30 billion investment in improved water resources management in developing countries can have direct annual income returns in the range of US 60 billion .
-0,countries,-0,-0,-0,-0,-0,-0,developing countries,-0,-0,-0,-0,-0,-0,-0,-0,0,0,2,930,1,A US 15 to US 30 billion investment in improved water resources management in developing countries can have direct annual income returns in the range of US 60 billion .
-0,institutions,-0,-0,-0,-0,-0,-0,marginalization,-0,-0,-0,-0,-0,-0,-0,-0,1,0,2,939,0,once the marginal benefits of further development decrease emphasis must gradually shift towards building human and institutional capabilities to enhance water efficiency and sustainability and secure economic and social development gains .
